flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method,mis_question_order
17260923,Activated Sludge System,Take photo of Activated Sludge System,11470925,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Activated Sludge System,Comment on the operation of the Activated Sludge System,19230923,1748905550055,Activated Sludge System,Comment on the operation of the Activated Sludge System,1748915642008,100.0,high,text_similarity,9001
17260923,Anaerobic Lagoons,Take photo of anaerobic lagoon,12500923,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Anaerobic Lagoons,Comment on the Anaerobic lagoons,14500932,1748905550055,Anaerobic Lagoons,Comment on the Anaerobic lagoons,1748906938999,100.0,high,text_similarity,11001
17260923,Constraints and Recommendations,Do you have any work related constraints?,12470933,1748905550055,Constraints and Recommendations,Do you have any work related constraints?,1748918417541,100.0,high,text_similarity,27001
17260923,Constraints and Recommendations,Please provide details for constraints,13480932,1748905550055,Constraints and Recommendations,Please provide details for constraints,1748907223535,100.0,high,text_similarity,27002
17260923,Constraints and Recommendations,What are the final recommendations from the DWS staff  on the overall operations and remedial actions for the plant?,14490927,1748905550055,Constraints and Recommendations,What are the final recommendations from the DWS staff on the overall operations and remedial actions for the plant?,1748918679466,100.0,high,text_similarity,27006
17260923,Constraints and Recommendations,Signature of DWS Staff,14540922,1748905550055,Constraints and Recommendations,Signature of DWS Staff,1748918835968,100.0,high,text_similarity,27007
17260923,Constraints and Recommendations,Any final recommendation?,19180933,1748905550055,Constraints and Recommendations,Any final recommendation?,1748918485299,100.0,high,text_similarity,27003
17260923,Constraints and Recommendations,What are your final recommendations?,19200932,1748905550055,Constraints and Recommendations,What are your final recommendations?,1748918550536,100.0,high,text_similarity,27004
17260923,Drying Beds,Comment on the drying beds,14500935,1748905550055,Drying Beds,Comment on the drying beds,1748907173282,100.0,high,text_similarity,24001
17260923,Drying Beds,Take photo of drying beds,15520929,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Effluent Pumping,Take photo of the effluent pump station?,29480925,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Effluent Pumping,Are there any effluent pump station?,30120923,1748905550055,Effluent Pumping,Are there any effluent pump station?,1748907188132,100.0,high,text_similarity,25001
17260923,Effluent Pumping,Are you able to take photo of effluent pump station?,30120924,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Effluent Pumping,Comment on the effluent pump station?,30150921,1748905550055,Effluent Pumping,Comment on the effluent pump station?,1748917496536,100.0,high,text_similarity,25002
17260923,Facultative Ponds,Comment on the operation of the facultative pond,27750920,1748905550055,Facultative Ponds,Comment on the operation of the facultative pond,1748907016509,100.0,high,text_similarity,12001
17260923,Facultative Ponds,Take photo of Facultative Pond,30120920,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Flow Indicators,Describe the inflow at the inlet?,11430929,1748905550055,Flow Indicators,Describe the inflow at the inlet?,1748911325583,100.0,high,text_similarity,4002
17260923,Flow Indicators,Take photo of the inlet,12490921,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Flow Indicators,What is the inflow rate in cubic meters per day?,13480930,1748905550055,Flow Indicators,What is the inflow rate in cubic meters per day?,1748911325349,100.0,high,text_similarity,4004
17260923,Flow Indicators,Is there a inflow meter?,17280930,1748905550055,Flow Indicators,Is there a inflow meter?,1748906535935,100.0,high,text_similarity,4001
17260923,Influent Pumping,Are you able to take photo of the Influent Pump Station?,16570945,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Influent Pumping,Comment on the influent pumping system,18150922,1748905550055,Influent Pumping,Comment on the influent pumping system,1748914793745,100.0,high,text_similarity,5002
17260923,Influent Pumping,Take photo of the influent pumping station,19240926,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Influent Pumping,Are there any influent pump station?,21890959,1748905550055,Influent Pumping,Are there any influent pump station?,1748906592858,100.0,high,text_similarity,5001
17260923,Maturation Pond,Comment on the operation of the Maturation Pond,27740971,1748905550055,Maturation Pond,Comment on the operation of the Maturation Pond,1748916372852,100.0,high,text_similarity,13001
17260923,Maturation Pond,Take Photo of the Maturation pond,27740972,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Plant Effluent,Take photo of effluent sampling point,18140931,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Plant Effluent,Comment on the plant effluent,19250925,1748905550055,Plant Effluent,Comment on the plant effluent,1748907201859,100.0,high,text_similarity,26001
17260923,Plant Effluent,Method of Testing for plant effluent,23260920,1748905550055,Plant Effluent,Method of Testing for plant effluent,1748917751258,100.0,high,text_similarity,26004
17260923,Plant Effluent,What is the BOD in mg/L?,26220920,,,,,75.0,none,none,
17260923,Plant Effluent,What is the Nitrate level in mg/L?,283670995,,,,,68.85,none,none,
17260923,Plant Effluent,What is the Total Phosphorus in mg/L?,283680996,,,,,72.41,none,none,
17260923,Plant Effluent,Are you able to take the sample?,28590921,1748905550055,Plant Effluent,Are you able to take the sample?,1748917751257,100.0,high,text_similarity,26003
17260923,Plant Effluent,What is the TSS in mg/L?,291250987,,,,,75.0,none,none,
17260923,Plant Effluent,What is the Ammonia level in mg/L?,291250988,,,,,62.3,none,none,
17260923,Plant Effluent,What is the Total Alkalinity in mg/L?,291260997,,,,,72.41,none,none,
17260923,Plant Effluent,What is the COD in mg/L?,297600977,,,,,75.0,none,none,
17260923,Plant Effluent,What is the Salinity in ppt?,303340967,,,,,69.09,none,none,
17260923,Plant Effluent,What is the pH?,309320993,1748905550055,Flow Indicators,What is the inflow rate in cubic meters per day?,1748911325349,88.89,medium,text_similarity,4004
17260923,Plant Effluent,What is the Nitrite Level in mg/L?,311400997,,,,,65.57,none,none,
17260923,Plant Effluent,What is the Total Nitrogen level in mg/L?,311410997,,,,,58.82,none,none,
17260923,Plant Effluent,What is the Conductivity in µS/cm,313530924,,,,,69.39,none,none,
17260923,Plant Effluent,What is the Chloride level in mg/L?,315190996,,,,,64.52,none,none,
17260923,Preliminary Treatment,Comment on operation of the screening system,12480921,1748905550055,Preliminary Treatment,Comment on operation of the screening system,1748906571911,100.0,high,text_similarity,6001
17260923,Preliminary Treatment,Take photo of the screens,16230922,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Preliminary Treatment,Comment on the operation of the grit removal system,19240920,1748905550055,Preliminary Treatment,Comment on the operation of the grit removal system,1748914436150,100.0,high,text_similarity,6004
17260923,Preliminary Treatment,Take photo of the grit removal system,19240924,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Primary Clarifiers,Comment on the operation of the primary clarifiers,15520924,1748905550055,Primary Clarifiers,Comment on the operation of the primary clarifiers,1748906604803,100.0,high,text_similarity,7001
17260923,Primary Clarifiers,Take photo of primary clarifier,19220924,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Secondary Clarifiers,Comment on the operation of the secondary clarifiers,11470927,1748905550055,Secondary Clarifiers,Comment on the operation of the secondary clarifiers,1748907057799,100.0,high,text_similarity,14001
17260923,Secondary Clarifiers,Take photo of the secondary clarifier,18140928,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Sludge Aerobic Digestion,Comment on operation of the sludge aerobic digestion,11480928,1748905550055,Sludge Aerobic Digestion,Comment on operation of the sludge aerobic digestion,1748907110680,100.0,high,text_similarity,22001
17260923,Sludge Aerobic Digestion,Take photo of Sludge Aerobic Digestion,12490925,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Sludge Handling,Comment on the sludge handling system,14490926,1748905550055,Sludge Handling,Comment on the sludge handling system,1748907110308,100.0,high,text_similarity,23001
17260923,Sludge Handling,Take photo of sludge handling system,18140932,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Stabilization Lagoons,Comment on the operation of the stabilization lagoons,14490923,1748905550055,Stabilization Lagoons,Comment on the operation of the stabilization lagoons,1748906806971,100.0,high,text_similarity,10001
17260923,Stabilization Lagoons,Take photo of the stabilization lagoon,16230925,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Staff and General Information,What are the constraints or recommendations fro professional developments?,11430925,,,,,72.0,none,none,
17260923,Staff and General Information,Number of staffs at the plant?,16210923,1748905550055,Staff and General Information,Number of staffs at the plant?,1748910159332,100.0,high,text_similarity,2003
17260923,Staff and General Information,Contact number of plant supervisor,16210924,1748905550055,Staff and General Information,Contact number of plant supervisor,1748910113989,100.0,high,text_similarity,2002
17260923,Staff and General Information,What professional development opportunities do they have?,17270927,,,,,59.7,none,none,
17260923,Staff and General Information,Name of Plant Supervisor,19200927,1748905550055,Staff and General Information,Name of Plant Supervisor,1748906474270,100.0,high,text_similarity,2001
17260923,Staff and General Information,Do you have a OHS Policy for the Plant?,21290920,1748905550055,Staff and General Information,Do you have a OHS Policy for the Plant?,1748910184998,100.0,high,text_similarity,2004
17260923,Staff and General Information,Do your staff use OHS equipment at workplace?,22230921,1748905550055,Staff and General Information,Do your staff use OHS equipment at workplace?,1748910219997,100.0,high,text_similarity,2005
17260923,Staff and General Information,Do plant staffs comply to the requirements  of the OHS Policy?,25140925,1748905550055,Staff and General Information,Do plant staffs comply to the requirements  of the OHS Policy?,1748910278981,100.0,high,text_similarity,2006
17260923,Trickling Filters,Take photo of Trickling Filter,11460924,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Trickling Filters,Comment on the operation of the Trickling Filters,16240926,1748905550055,Trickling Filters,Comment on the operation of the Trickling Filters,1748906632114,100.0,high,text_similarity,8001
17260923,Wastewater Treatment Plant Registration,Take photo of the treatment plant,10540923,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity,3002
17260923,Wastewater Treatment Plant Registration,What is the total population connected to this plant?,12450926,,,,,60.0,none,none,
17260923,Wastewater Treatment Plant Registration,Take Geolocation of Waste water Treatment Plant,14460926,,,,,72.73,none,none,
17260923,Wastewater Treatment Plant Registration,Which Division are you in?,17290922,,,,,60.47,none,none,
17260923,Wastewater Treatment Plant Registration,Which Year was the plant commissioned?,19190925,,,,,63.41,none,none,
17260923,Wastewater Treatment Plant Registration,What is the Design Capacity of the Plant cubic metres per day?,19200924,,,,,72.94,none,none,
17260923,Wastewater Treatment Plant Registration,Name of the Plant,19200925,1748905550055,Staff and General Information,Name of Plant Supervisor,1748906474270,86.67,medium,text_similarity,2001
17260923,Wastewater Treatment Plant Registration,Plant inspection date?,10530927,1748905550055,Plant General Information,"Plant General Information |
Plant inspection date?",1748905754732,0.0,none,manual,1002
