flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method,mis_question_order
27040920,Comments and Recommendations,Comments from DWS Staff,18910928,,,,,45,none,none,
27040920,Comments and Recommendations,Comments from Supervisor,27080934,,,,,45,none,none,
27040920,General Information on Pump Station,Odour,18940921,,,,,40,none,none,
27040920,General Information on Pump Station,Number of pumps standby,20390925,,,,,80,low,manual,
27040920,General Information on Pump Station,OHS equipment,20400926,,,,,46.15,none,none,
27040920,General Information on Pump Station,Security gate and Fencing,21280921,,,,,43.9,none,none,
27040920,General Information on Pump Station,Pump Station Lid,21290925,,,,,85.71,medium,manual,
27040920,General Information on Pump Station,Power Backup System,22220932,,,,,42.11,none,none,
27040920,General Information on Pump Station,Log Book available and updated?,22250920,,,,,43.24,none,none,
27040920,General Information on Pump Station,Lights,22260921,,,,,44.44,none,none,
27040920,General Information on Pump Station,Sluice valve,23240925,,,,,41.67,none,none,
27040920,General Information on Pump Station,Hour Run Meter,23270921,,,,,40,none,none,
27040920,General Information on Pump Station,Building Conditions,24210922,,,,,58.33,none,none,
27040920,General Information on Pump Station,Ground Conditions,24230921,,,,,52.17,none,none,
27040920,General Information on Pump Station,Pump Status,24260925,,,,,81.82,low,manual,
27040920,General Information on Pump Station,Water Supply,24280923,,,,,44.44,none,none,
27040920,General Information on Pump Station,Non return Valve,25150924,,,,,46.67,none,none,
27040920,General Information on Pump Station,Ventilation,26190921,,,,,70.59,none,none,
27040920,General Information on Pump Station,Gantry,26190922,,,,,50,none,none,
27040920,General Information on Pump Station,Electrical Panel,26220925,,,,,42.11,none,none,
27040920,General Information on Pump Station,Number of pumps in operation,27080929,,,,,73.68,none,none,
27040920,General Information on Pump Station,Fats/Grease Balls,27090923,,,,,36.36,none,none,
27040920,General Information on Pump Station,Volt Meter,27100924,,,,,40,none,none,
27040920,General Information on Pump Station,Pump Station Status,28090934,,,,,77.42,none,none,
27040920,General Information on Pump Station,Guardrails for Pump Sation,28100925,,,,,77.78,none,none,
27040920,General Information on Pump Station,Amp Meter,28110928,,,,,46.15,none,none,
27040920,Pump Station Registration,Which Division are you in?,20330920,1749611049520,Registration,"Registration |
Which Division are you in?",1749611049541,100,high,text_similarity,1002
27040920,Pump Station Registration,Name of Pump Station,22190920,1749611049520,Registration,"Registration |
Name of Pump Station",1749611657406,100,high,text_similarity,1001
27040920,Pump Station Registration,Which District are you in?,22220936,,,,,84.62,low,manual,
27040920,Pump Station Registration,Take photo of Pump Station,23190921,1749611049520,Registration,"Registration |
Take Photo of Pump Station",1749611796141,100,high,text_similarity,1004
27040920,Pump Station Registration,Inspection Date,27060922,,,,,54.55,none,none,
27040920,Pump Station Registration,GPS Location,27120920,1749611049520,Registration,"Registration |
GPS Location",1749611742881,100,high,text_similarity,1003
