flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method,mis_question_order
8520967,Backup Power Supply,Issues with the backup generator ?,277540920,1749652214711,Backup Power Supply,Issues with the backup generator ?,1749699931981,100.0,high,text_similarity,10003
8520967,Backup Power Supply,Is the backup generator well maintained and functional?,311440969,1749652214711,Backup Power Supply,Is the backup generator well maintained and functional?,1749699885495,100.0,high,text_similarity,10002
8520967,Backup Power Supply,Take a picture of the generator ?,311460924,1749652214711,Backup Power Supply,Take a picture of the generator ?,1749700127090,100.0,high,text_similarity,10004
8520967,Backup Power Supply,Do you have a backup generator at this Facility,311470920,1749652214711,Backup Power Supply,Do you have a backup generator at this Facility,1749653134928,100.0,high,text_similarity,10001
8520967,Chemicals,What is the dosing method used for Lime?,12130921,1749652214711,Chemicals,What is the dosing method used for Lime?,1749696913958,100.0,high,text_similarity,5036
8520967,Chemicals,Take photo of the risk/Lime dosing system?,15110920,1749652214711,Chemicals,Take photo of the risk/Lime dosing system?,1749697047271,100.0,high,text_similarity,5040
8520967,Chemicals,What are the risks?,1680929,1749652214711,Chemicals,What are the risks associated with Alum dosing?,1749696173219,97.3,high,text_similarity,5020
8520967,Chemicals,Is prechlorination carried out in the plant?,18390920,1749652214711,Chemicals,Is prechlorination carried out in the plant?,1749695649473,100.0,high,text_similarity,5002
8520967,Chemicals,Are there any risks associated with Soda Ash dosing?,2650924,1749652214711,Chemicals,Are there any risks associated with Soda Ash dosing?,1749696429991,100.0,high,text_similarity,5025
8520967,Chemicals,What is the dosage rate for Alum in (gram per cubic metre) on a daily basis?,3680925,1749652214711,Disinfection,What is the dosage of HTH Powder in grams per cubic metre?,1749704716001,81.74,low,text_similarity,7017
8520967,Chemicals,What is the dosage rate for Soda Ash in (gram per cubic metres) on a daily basis?,4520926,1749652214711,Disinfection,What is the dosage of DPD Tablets in grams per cubic metres?,1749705351488,80.0,low,text_similarity,7047
8520967,Chemicals,Take Photo of the risks/Polymer dosing system,4520928,1749652214711,Chemicals,Take Photo of the risks/Polymer dosing system,1749696736345,100.0,high,text_similarity,5034
8520967,Chemicals,What dosing method is used for Polymer?,4540920,1749652214711,Chemicals,What dosing method is used for Polymer?,1749696610120,100.0,high,text_similarity,5030
8520967,Chemicals,What dosing method is used for Soda Ash?,5690924,1749652214711,Chemicals,What dosing method is used for Soda Ash?,1749696386016,100.0,high,text_similarity,5024
8520967,Chemicals,Are there any risks associated with Alum dosing?,5700922,1749652214711,Chemicals,Are there any risks associated with Alum dosing?,1749696125775,100.0,high,text_similarity,5019
8520967,Chemicals,What dosing method is used for Alum?,600921,1749652214711,Chemicals,What dosing method is used for Alum?,1749696061091,100.0,high,text_similarity,5018
8520967,Chemicals,What dosing method is used for Prechlorination?,610922,1749652214711,Chemicals,What dosing method is used for Prechlorination?,1749695714514,100.0,high,text_similarity,5004
8520967,Chemicals,What are the risks?,6650921,1749652214711,Chemicals,What are the risks associated with Alum dosing?,1749696173219,97.3,high,text_similarity,5020
8520967,Chemicals,Are there any risks associated with prechlorination system?,7570925,1749652214711,Chemicals,Are there any risks associated with prechlorination system?,1749695817762,100.0,high,text_similarity,5005
8520967,Chemicals,What is the dosage rate for Chlorine in (gram per cubic metre) for Prechlorination?,7580925,1749652214711,Disinfection,What is the dosage of Chlorine in grams per cubic metre?,1749698562530,85.71,medium,text_similarity,7003
8520967,Chemicals,What are the risks?,7620921,1749652214711,Chemicals,What are the risks associated with Alum dosing?,1749696173219,97.3,high,text_similarity,5020
8520967,Chemicals,What are the risks?,7970920,1749652214711,Chemicals,What are the risks associated with Alum dosing?,1749696173219,97.3,high,text_similarity,5020
8520967,Chemicals,Take a Photo of the risks/ Prechlorination system.,8660924,1749652214711,Chemicals,Take a Photo of the risks/ Prechlorination system.,1749695958674,100.0,high,text_similarity,5016
8520967,Chemicals,What chemicals are use for water treatment?,8660925,1749652214711,Chemicals,What chemicals are use for water treatment on the day of Inspection ?,1749652997590,98.82,high,text_similarity,5001
8520967,Chemicals,Take a Photo of the risk/Alum dosing system,8660927,1749652214711,Chemicals,Take a Photo of the risk/Alum dosing system,1749696282743,100.0,high,text_similarity,5022
8520967,Chemicals,Take photo of risk/Soda Ash Dosing System,9650920,1749652214711,Chemicals,Take photo of risk/Soda Ash Dosing System,1749696535862,100.0,high,text_similarity,5028
8520967,Chemicals,What are the risks?,9670921,1749652214711,Chemicals,What are the risks associated with Alum dosing?,1749696173219,97.3,high,text_similarity,5020
8520967,Constraints and Recommendation,Have you noted any production constraints?,1580931,1749652214711,Constraints and Recommendation,Have you noted any production constraints?,1749700156602,100.0,high,text_similarity,11001
8520967,Constraints and Recommendation,Any final recommendation?,3580926,1749652214711,Constraints and Recommendation,Any final recommendation?,1749700286833,100.0,high,text_similarity,11003
8520967,Constraints and Recommendation,Signature of DWS Officer,5570927,1749652214711,Constraints and Recommendation,Signature of DWS Officer,1749700409140,100.0,high,text_similarity,11006
8520967,Constraints and Recommendation,Please provide details of production constraints,6580930,1749652214711,Constraints and Recommendation,Please provide details of production constraints,1749700254744,100.0,high,text_similarity,11002
8520967,Constraints and Recommendation,What are your final recommendation for the plant?(NOT to be shown to the interviewee),9580924,1749652214711,Constraints and Recommendation,What are your final recommendation for the plant?(NOT to be shown to the interviewee),1749700326877,100.0,high,text_similarity,11004
8520967,Disinfection,What dosing method is used for Chlorine Gas?,2640928,1749652214711,Disinfection,What dosing method is used for Chlorine Gas?,1749698639788,100.0,high,text_similarity,7005
8520967,Disinfection,What is the dosing method for Sodium Hypochlorite?,2640930,1749652214711,Disinfection,What is the dosing method for Sodium Hypochlorite?,1749705072312,100.0,high,text_similarity,7034
8520967,Disinfection,What is the usage of Chlorine Gas per day?,2650929,1749652214711,Disinfection,What is the usage of Chlorine Gas per day?,1749698606550,100.0,high,text_similarity,7004
8520967,Disinfection,What dosing method is used for HTH Powder?,2660925,1749652214711,Disinfection,What dosing method is used for HTH Powder?,1749704784384,100.0,high,text_similarity,7019
8520967,Disinfection,Take Photo of risks/HTH Powder Dosing System,2660929,1749652214711,Disinfection,Take Photo of risks/HTH Powder Dosing System,1749704970477,100.0,high,text_similarity,7031
8520967,Disinfection,Are there any risks associated with HTH Powder Dosing System?,2670933,1749652214711,Disinfection,Are there any risks associated with HTH Powder Dosing System?,1749704846694,100.0,high,text_similarity,7020
8520967,Disinfection,What are these risks?,4550928,1749652214711,Sedimentation,What are these risks?,1749697221338,100.0,high,text_similarity,6004
8520967,Disinfection,Take Photo of DPD Tablets Dosing Method,4550930,1749652214711,Disinfection,Take Photo of DPD Tablets Dosing Method,1749705551154,100.0,high,text_similarity,7061
8520967,Disinfection,What is the dosage of Chlorine in grams per cubic metre?,4560923,1749652214711,Disinfection,What is the dosage of Chlorine in grams per cubic metre?,1749698562530,100.0,high,text_similarity,7003
8520967,Disinfection,Take Photo of the Sodium Hypochlorite Dosing System,4560927,1749652214711,Disinfection,Take Photo of the Sodium Hypochlorite Dosing System,1749705316331,100.0,high,text_similarity,7046
8520967,Disinfection,What is the dosage of Sodium Hypochlorite in grams per cubic meter?,620929,1749652214711,Disinfection,What is the dosage of Sodium Hypochlorite in grams per cubic meter?,1749705008034,100.0,high,text_similarity,7032
8520967,Disinfection,What is the dosage of DPD Tablets in grams per cubic metres?,620931,1749652214711,Disinfection,What is the dosage of DPD Tablets in grams per cubic metres?,1749705351488,100.0,high,text_similarity,7047
8520967,Disinfection,What is the usage of Sodium Hypochlorite per day?,6650930,1749652214711,Disinfection,What is the usage of Sodium Hypochlorite per day?,1749705042224,100.0,high,text_similarity,7033
8520967,Disinfection,What are these risks?,6650932,1749652214711,Sedimentation,What are these risks?,1749697221338,100.0,high,text_similarity,6004
8520967,Disinfection,What are these risks?,6660926,1749652214711,Sedimentation,What are these risks?,1749697221338,100.0,high,text_similarity,6004
8520967,Disinfection,What is the dosage of HTH Powder in grams per cubic metre?,7600931,1749652214711,Disinfection,What is the dosage of HTH Powder in grams per cubic metre?,1749704716001,100.0,high,text_similarity,7017
8520967,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,7600935,1749652214711,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749705116886,100.0,high,text_similarity,7035
8520967,Disinfection,What is the usage of DPD Tablets per day?,7620929,1749652214711,Disinfection,What is the usage of DPD Tablets per day?,1749705372919,100.0,high,text_similarity,7048
8520967,Disinfection,Are there any risks associated with the DPD Tablets Dosing Method?,8680929,1749652214711,Disinfection,Are there any risks associated with the DPD Tablets Dosing Method?,1749705449153,100.0,high,text_similarity,7050
