flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method,mis_question_order
535151018,General Remarks,Provide any other relevant information relevant to the water and sanitation of the village/settlement,525330963,,,,,66.67,none,none,
535151018,Profile Information,What is the total population?,469691016,1749621221728,Location of Village,"Location of Village |
Number of Population",1749622341234,100,high,manual,1007
535151018,Profile Information,Designation of the Contact Person,469691017,,,,,52.17,none,none,
535151018,Profile Information,Are you able to provide the breakdown of population?,469691018,,,,,,,manual,
535151018,Profile Information,Name of Settlement,469691019,1749621221728,Location of Village,"Location of Village |
Village Name",1749621329696,100,high,manual,1003
535151018,Profile Information,Name of Village,469691020,1749621221728,Location of Village,"Location of Village |
Village Name",1749621329696,100,high,manual,1003
535151018,Profile Information,Contact number of the Contact Person,469691021,,,,,65,none,none,
535151018,Profile Information,In which division-province-tikina are you in?,469691022,1749621221728,Location of Village,"Location of Village |
Which Division-Province-Tikina",1749621221730,100,high,manual,1002
535151018,Profile Information,Name of Contact Person,469691023,,,,,58.06,none,none,
535151018,Profile Information,How many male children are under 5 years old?,469691024,,,,,50,none,none,
535151018,Profile Information,How many children are under 5 years old?,469691025,,,,,50,none,none,
535151018,Profile Information,What is the number of female population?,535141017,,,,,72.73,none,none,
535151018,Profile Information,How many female children are under 5 years old?,535141018,,,,,50,none,none,
535151018,Profile Information,What is the number of male population?,535141019,,,,,75,none,none,
535151018,Profile Information,Please mention the source/s from where the information has been provided by the contact person,535141020,,,,,58.33,none,none,
535151018,Profile Information,How many households are included in this village/settlement?,535141021,1749621221728,Location of Village,"Location of Village |
Number of Households",1749622327890,100,high,manual,1006
535151018,Profile Information,Is this a village or settlement?,535141022,1749621221728,Location of Village,"Location of Village |
The project is meant for?",1749622291234,100,high,manual,1005
535151018,Profile Information,GPS of the village/settlement?,535141023,1749621221728,Location of Village,"Location of Village |
GPS Location",1749622286673,100,high,manual,1004
535151018,Profile Information,Alternative Contact number of the Contact Person,535141024,,,,,65,none,none,
535151018,Profile Information,What is the Date of Inspection?,538821077,,,,,69.77,none,none,
535151018,Sanitation Information,What is the other type of toilet?,513321015,,,,,72.73,none,none,
535151018,Sanitation Information,Are there toilets in other places such as churches community hall or communal toillet?,519781094,,,,,52,none,none,
535151018,Sanitation Information,How many households share toilet facilities?,527251013,,,,,61.54,none,none,
535151018,Sanitation Information,Is there a separate toilet or special arrangement for physically challenged members of the community?,527251014,,,,,60,none,none,
