flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method
17260923,Activated Sludge System,Take photo of Activated Sludge System,11470925,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity
17260923,Activated Sludge System,Comment on the operation of the Activated Sludge System,19230923,1748905550055,Activated Sludge System,Comment on the operation of the Activated Sludge System,1748915642008,100.0,high,text_similarity
17260923,Anaerobic Lagoons,Take photo of anaerobic lagoon,12500923,1748905550055,Plant Conditions,Take photo,1748910544723,100.0,high,text_similarity
17260923,Anaerobic Lagoons,Comment on the Anaerobic lagoons,14500932,1748905550055,Anaerobic Lagoons,Comment on the Anaerobic lagoons,1748906938999,100.0,high,text_similarity
17260923,Constraints and Recommendations,Do you have any work related constraints?,12470933,1748905550055,Constraints and Recommendations,Do you have any work related constraints?,1748918417541,100.0,high,text_similarity
17260923,Constraints and Recommendations,Please provide details for constraints,13480932,1748905550055,Constraints and Recommendations,Please provide details for constraints,1748907223535,100.0,high,text_similarity
17260923,Constraints and Recommendations,What are the final recommendations from the DWS staff  on the overall operations and remedial actions for the plant?,14490927,1748905550055,Constraints and Recommendations,What are the final recommendations from the DWS staff on the overall operations and remedial actions for the plant?,1748918679466,100.0,high,text_similarity
17260923,Constraints and Recommendations,Signature of DWS Staff,14540922,1748905550055,Constraints and Recommendations,Signature of DWS Staff,1748918835968,100.0,high,text_similarity
17260923,Constraints and Recommendations,Any final recommendation?,19180933,1748905550055,Constraints and Recommendations,Any final recommendation?,1748918485299,100.0,high,text_similarity
17260923,Constraints and Recommendations,What are your final recommendations?,19200932,1748905550055,Constraints and Recommendations,What are your final recommendations?,1748918550536,100.0,high,text_similarity
17260923,Drying Beds,Comment on the drying beds,14500935,1748905550055,Drying Beds,Comment on the drying beds,1748907173282,100.0,high,text_similarity
17260923,Effluent Pumping,Are there any effluent pump station?,30120923,1748905550055,Effluent Pumping,Are there any effluent pump station?,1748907188132,100.0,high,text_similarity
17260923,Effluent Pumping,Comment on the effluent pump station?,30150921,1748905550055,Effluent Pumping,Comment on the effluent pump station?,1748917496536,100.0,high,text_similarity
