flow_form_id,flow_question_group,flow_question_label,flow_question_id,mis_form_id,mis_question_group,mis_question_label,mis_question_id,match_score,match_confidence,match_method
8520967,Backup Power Supply,Issues with the backup generator ?,277540920,1749652214711,Backup Power Supply,Issues with the backup generator ?,1749699931981,100.0,high,text_similarity
8520967,Backup Power Supply,Is the backup generator well maintained and functional?,311440969,1749652214711,Backup Power Supply,Is the backup generator well maintained and functional?,1749699885495,100.0,high,text_similarity
8520967,Backup Power Supply,Take a picture of the generator ?,311460924,1749652214711,Backup Power Supply,Take a picture of the generator ?,1749700127090,100.0,high,text_similarity
8520967,Backup Power Supply,Do you have a backup generator at this Facility,311470920,1749652214711,Backup Power Supply,Do you have a backup generator at this Facility,1749653134928,100.0,high,text_similarity
8520967,Chemicals,Are there any risk associated with Lime dosing?,11160920,1749652214711,Chemicals,Are there any risks associated with Alum dosing?,1749696125775,93.62,medium,text_similarity
8520967,Chemicals,What is the dosage rate of Lime in grams per cubic meter?,12130920,1749652214711,Disinfection,What is the dosage of Chlorine in grams per cubic metre?,1749698562530,88.29,medium,text_similarity
8520967,Chemicals,What is the dosing method used for Lime?,12130921,1749652214711,Chemicals,What is the dosing method used for Lime?,1749696913958,100.0,high,text_similarity
8520967,Chemicals,Take photo of the risk/Lime dosing system?,15110920,1749652214711,Chemicals,Take photo of the risk/Lime dosing system?,1749697047271,100.0,high,text_similarity
8520967,Chemicals,Is prechlorination carried out in the plant?,18390920,1749652214711,Chemicals,Is prechlorination carried out in the plant?,1749695649473,100.0,high,text_similarity
8520967,Chemicals,Are there any risks associated with Soda Ash dosing?,2650924,1749652214711,Chemicals,Are there any risks associated with Soda Ash dosing?,1749696429991,100.0,high,text_similarity
8520967,Chemicals,What is the dosage rate for Alum in (gram per cubic metre) on a daily basis?,3680925,1749652214711,Disinfection,What is the dosage of HTH Powder in grams per cubic metre?,1749704716001,81.74,low,text_similarity
8520967,Chemicals,What is the dosage rate for Soda Ash in (gram per cubic metres) on a daily basis?,4520926,1749652214711,Disinfection,What is the dosage of DPD Tablets in grams per cubic metres?,1749705351488,80.0,low,text_similarity
8520967,Chemicals,Take Photo of the risks/Polymer dosing system,4520928,1749652214711,Chemicals,Take Photo of the risks/Polymer dosing system,1749696736345,100.0,high,text_similarity
8520967,Chemicals,What dosing method is used for Polymer?,4540920,1749652214711,Chemicals,What dosing method is used for Polymer?,1749696610120,100.0,high,text_similarity
8520967,Chemicals,What is the dosage rate for Polymer in gram per cubic metres?,4550920,1749652214711,Disinfection,What is the dosage of HTH Powder in grams per cubic metre?,1749704716001,82.76,low,text_similarity
8520967,Chemicals,What dosing method is used for Soda Ash?,5690924,1749652214711,Chemicals,What dosing method is used for Soda Ash?,1749696386016,100.0,high,text_similarity
8520967,Chemicals,Are there any risks associated with Alum dosing?,5700922,1749652214711,Chemicals,Are there any risks associated with Alum dosing?,1749696125775,100.0,high,text_similarity
8520967,Chemicals,What dosing method is used for Alum?,600921,1749652214711,Chemicals,What dosing method is used for Alum?,1749696061091,100.0,high,text_similarity
8520967,Chemicals,What dosing method is used for Prechlorination?,610922,1749652214711,Chemicals,What dosing method is used for Prechlorination?,1749695714514,100.0,high,text_similarity
8520967,Chemicals,Are there any risks associated with Polymer dosing?,6650920,1749652214711,Chemicals,Are there any risks associated with Alum dosing?,1749696125775,89.58,medium,text_similarity
8520967,Chemicals,Are there any risks associated with prechlorination system?,7570925,1749652214711,Chemicals,Are there any risks associated with prechlorination system?,1749695817762,100.0,high,text_similarity
8520967,Chemicals,What is the dosage rate for Chlorine in (gram per cubic metre) for Prechlorination?,7580925,1749652214711,Disinfection,What is the dosage of Chlorine in grams per cubic metre?,1749698562530,85.71,medium,text_similarity
8520967,Chemicals,Take a Photo of the risks/ Prechlorination system.,8660924,1749652214711,Chemicals,Take a Photo of the risks/ Prechlorination system.,1749695958674,100.0,high,text_similarity
8520967,Chemicals,What chemicals are use for water treatment?,8660925,1749652214711,Chemicals,What chemicals are use for water treatment on the day of Inspection ?,1749652997590,98.82,high,text_similarity
8520967,Chemicals,Take a Photo of the risk/Alum dosing system,8660927,1749652214711,Chemicals,Take a Photo of the risk/Alum dosing system,1749696282743,100.0,high,text_similarity
8520967,Chemicals,Take photo of risk/Soda Ash Dosing System,9650920,1749652214711,Chemicals,Take photo of risk/Soda Ash Dosing System,1749696535862,100.0,high,text_similarity
8520967,Constraints and Recommendation,Have you noted any production constraints?,1580931,1749652214711,Constraints and Recommendation,Have you noted any production constraints?,1749700156602,100.0,high,text_similarity
8520967,Constraints and Recommendation,Any final recommendation?,3580926,1749652214711,Constraints and Recommendation,Any final recommendation?,1749700286833,100.0,high,text_similarity
8520967,Constraints and Recommendation,Signature of DWS Officer,5570927,1749652214711,Constraints and Recommendation,Signature of DWS Officer,1749700409140,100.0,high,text_similarity
8520967,Constraints and Recommendation,Please provide details of production constraints,6580930,1749652214711,Constraints and Recommendation,Please provide details of production constraints,1749700254744,100.0,high,text_similarity
